complaint_id,product,text
7364149,Checking or savings account,seriously and provide the necessary support to resolve the issue effectively confirmation of fraud i kindly ask wells fargo bank to acknowledge that i have indeed fallen victim to fraud perpetrated by the scammers known as xxxx xxxx xxxx immediate recovery as my bank i expect wells fargo bank to initiate an immediate investigation into my case i request that the bank thoroughly xxxx examine all companies and banks involved in the fraudulent activity i urge them to make every effort to recover
7364149,Checking or savings account,i urge them to make every effort to recover the full amount of that was wrongfully taken from me reimbursement if it is not feasible to retrieve the funds i expect wells fargo bank to provide reimbursement for the reasons mentioned as my bank i believe it is their responsibility to act in my best interest and rectify the financial losses i have suffered due to their involvement in the fraudulent transaction database update i strongly urge wells fargo bank to update their databases and implement
7364149,Checking or savings account,bank to update their databases and implement stronger measures to prevent similar fraudulent cases from occurring in the future this step is crucial to safeguarding other innocent customers from falling victim to scams and ensuring the security of their life savings i urge the consumer financial protection bureau to seek assistance from my wells fargo bank to fully comprehend the seriousness of this situation placing utmost importance on the well being and protection of its customers i implore
7364149,Checking or savings account,being and protection of its customers i implore the bank to take immediate action to rectify the injustice i have experienced in light of the significant financial loss i have suffered due to the fraudulent activities of xxxx xxxx xxxx i kindly request that the consumer financial protection bureau keep me thoroughly informed of the progress made in this matter i expect regular updates on the efforts being undertaken to recover the wrongfully stolen amount of usd your prompt attention to this
7364149,Checking or savings account,amount of usd your prompt attention to this critical matter is crucial i sincerely hope that the consumer protection bureau recognizes the urgency and takes swift action to investigate the fraudulent activities identify the responsible parties and work diligently towards a satisfactory resolution please be assured that i am eagerly awaiting your timely response and an effective resolution to this distressing situation thank you for your immediate attention and cooperation in resolving this
7364149,Checking or savings account,attention and cooperation in resolving this matter yours sincerely xxxxxxxx xxxx xxxx xxxxxxxx xxxx this is a copy of the letters i addressed to wells fargo bank xxxx xx xx xxxx from xxxx xxxx xxxx xxxx xxxx reference xxxx xxxx xxxx xxxx company to wells fargo bank this is a formal refund letters to wells fargo bank dear sir madam i am writing this formal letter to bring to your attention a serious matter involving fraudulent activities that i have encountered as a licensed and registered
7364149,Checking or savings account,i have encountered as a licensed and registered financial entity i expect that wells fargo adheres to the regulations rules and directives and i believe it is crucial for you to be informed about the misconduct that has transpired under your platform s umbrella i hope this letter finds you well i am writing to bring to your attention a matter of utmost importance that requires immediate investigation and your utmost attention i have recently become a victim of fraudulent activities facilitated
7364149,Checking or savings account,a victim of fraudulent activities facilitated through your banking platform which has resulted in significant financial loss and severe distress introduction and overview i am an individual who applied for a senatorial position in the u s senate of the united states of america in order to promote my campaign and reach a wider audience i engaged the services of a promotion company named xxxx xxxx xxxx with a contract signed on xx xx xxxx until the xx xx xxxx election date regrettably this
7364149,Checking or savings account,the xx xx xxxx election date regrettably this company has engaged in fraudulent practices that have not only caused financial harm but also violated ethical and legal standards xxxx xxxx xxxx made various false promises and misrepresented their services during our engagement they assured me of their capability to effectively promote my campaign and connect me with potential supporters however despite their claims the company has continuously made excuses including citing the covid pandemic for
7364149,Checking or savings account,excuses including citing the covid pandemic for their lack of progress and non responsiveness xxxx xxxx since i engaged xxxx xxxx xxxx from xx xx xxxx until the xx xx xxxx election date i have neither witnessed any progress in promoting my campaign nor received any response from the company this inconsiderate behavior and breach of trust have left me in a vulnerable position unable to effectively communicate my vision to potential voters and fulfill my campaign objectives as a licensed and
7364149,Checking or savings account,fulfill my campaign objectives as a licensed and registered financial entity i hold wells fargo to the highest standards of integrity security and accountability it is deeply troubling to discover that fraudulent activities have taken place within your banking platform enabling unscrupulous entities like xxxx xxxx xxxx to exploit unsuspecting individuals i kindly request that wells fargo conduct a thorough investigation into this matter to identify the extent of the fraudulent activities
7364149,Checking or savings account,identify the extent of the fraudulent activities facilitated through your platform i urge you to take immediate action to rectify the situation recover the funds that were unlawfully obtained and prevent similar incidents from occurring in the future furthermore i request that you keep me informed about the progress of your investigation and the steps taken to address this issue i trust that wells fargo will demonstrate its commitment to customer security and satisfaction by promptly addressing
7364149,Checking or savings account,security and satisfaction by promptly addressing this matter and providing appropriate compensation for the financial losses incurred please treat this matter with the urgency and seriousness it deserves i anticipate a swift resolution and the restoration of justice should you require any additional information or documentation from me please do not hesitate to contact me at the provided phone number or email address i kindly request that you keep me well informed of the progress made in the
7364149,Checking or savings account,keep me well informed of the progress made in the investigation and recovery efforts transparent and regular communication will not only provide me with peace of mind but also demonstrate your dedication to resolving this matter effectively xxxx xxxx due to the law i expect wells fargo bank my trusted financial institution to assist me in recovering my funds from the fraudulent company xxxx xxxx xxxx this company has failed to provide any service and has taken advantage of the situation fraud
7364149,Checking or savings account,and has taken advantage of the situation fraud the xxxx xxxx xxxx a company engaging in deceptive practices making false representations or intentionally misleading individuals for personal or financial gain may constitute fraud laws regarding fraud can vary depending on the jurisdiction misrepresentation xxxx xxxx xxxx made false promises misrepresented their services or provided misleading information to induce you into engaging their services they may have violated laws related to
7364149,Checking or savings account,services they may have violated laws related to misrepresentation or false advertising breach of contract there was a written agreement between with xxxx xxxx xxxx that outlined the services they would provide their failure to fulfill those obligations is considered a breach of contract unfair competition xxxx xxxx xxxx engaged in unfair business practices that gave them an unfair advantage over competitors or harmed other individuals or businesses they violated laws related to unfair
7364149,Checking or savings account,businesses they violated laws related to unfair competition goods or services not provided i as the cardholder participated in the transaction but i did not receive the goods or services because the merchant xxxx was unwilling or unable to provide the goods or services as stated by the card companies regulations the client has not received the services paid for from the company case summary and allegations fraudulent companies have been hired to manage campaigns and provide services as campaign
7364149,Checking or savings account,manage campaigns and provide services as campaign personnel however these companies did not provide any services and instead engaged in fraudulent activities that led to financial xxxx and xxxx damage these include the following allegations that this fraudulent company and practice criminal activities the company did not give the risk disclosure prior to my deposits the company intentionally committed fraudulent misrepresentation and falsified its agent names credentials competencies
7364149,Checking or savings account,its agent names credentials competencies qualifications and location xxxx the company offered good services advice was not presented xxxx the company was directly involved with my identity theft instead the companys staff and its accomplices pocketed the money for personal use xxxx to add insult to injury various unethical techniques were used and aimed at influencing the clients mine included system of values principles beliefs emotions motives reasoning and behavior these include inter alia
7364149,Checking or savings account,reasoning and behavior these include inter alia passive aggression e g they made me feel xxxx unjustifiably guilty for my losses intimidation demoralization diversion evasion and mistruths all of which were used to con me into obeying them thus losing more money deliberately brushing me off by actively ignoring my requests calls and e mails right after they realized they could no longer embezzle my funds i eagerly await your response and the actions you will take to address this distressing
7364149,Checking or savings account,actions you will take to address this distressing situation i expect an acknowledgment of my complaint and a response within business days from wells fargo bank in accordance with the appropriate time frame as mentioned in your complaint policy if you require any additional transaction details or documentation to process my claim please inform me promptly so that i can provide them to you your prompt attention and cooperation in this matter are greatly appreciated thank you for your attention
7364149,Checking or savings account,greatly appreciated thank you for your attention to this matter i look forward to your prompt response and resolution of this dispute xxxx sincerely xxxx please see all attached documents below attachments
12193622,Checking or savings account,on xx xx year i received an email from capital one saying my accounts was closing and that i would be receiving a check with eligible funds but i have yet to receive my money every time i call the number they gave me to call theyre saying theres no time frame and that i dont have any money to withdraw but i have in my account this isnt fraudulent funds i literally get my paycheck deposited into my account every week i pay bills with this account i invest with this account that is my money and
12193622,Checking or savings account,i invest with this account that is my money and they arent trying to release it
7226654,Checking or savings account,on two separate occasions xxxx xxxx xxxx there have been attempts to open checking accounts in my name with bank of america it is impossible to get a hold of bank of america through their automated phone numbers because you have to have an account number with them to proceed which as evidenced by the denied emails i don t once i finally got a hold of a person no one was able to verify if anything had gone through and honestly i don t blame the person on the phone but the fact that this company
7226654,Checking or savings account,on the phone but the fact that this company can not based on my information confirm or deny fraudulent accounts being opened with my identity is very concerning i do not think bank of america should be allowed to let people open accounts without some form of verification
6246074,Checking or savings account,on xxxx there was a charge for on my debit card which i did not authorize i was on vacation in xxxx during this time cant be in two places at once i advised citibank of the problem filed a dispute which they denied on xxxx on advisement from citibank xxxx i faxed all supporting documents i did so on three occasions citibank claims they have not received any documentation and refuse to cooperate
4306175,Checking or savings account,beginning in late xxxx to early xxxx i had purchased xxxx from xxxx xxxx through using xxxx that was linked to my xxxx that was linked to my previous bank account since then i keep seeing numerous unauthorized transactions from xsolla xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx view xxxx purchase xxxx ca they keep taking different amounts out of my checking account i closed my old account opened a new one had numerous cards cancelled and had new ones issued only to have this thing attack my
4306175,Checking or savings account,new ones issued only to have this thing attack my account again i dont know what else to do i have screenshots of the numerous transactions in my phone this is getting to be a nuisance and i dont know if i need to involve the police and take a police report because they keep stealing money from me they even hacked my prepaid debit card somehow and i dont even kmow how they got into that account xx xx there were two charges for the amount of and xx xx xxxx and xxxx xxxx there were numerous
4306175,Checking or savings account,and xx xx xxxx and xxxx xxxx there were numerous amounts for xxxx xxxx there has been charges for for both my checking account and my prepaid debit card i contacted xxxx previously to which they refunded me the money back in xxxx but this has been recurring and i dont know if its from the xxxx company itself or if its a third party associated with xxxx or if its hackers from from the different games on xxxx but this has gone on far too long and i am frustrated i cant keep closing accounts and
4306175,Checking or savings account,i am frustrated i cant keep closing accounts and cancelling debit cards
2812848,Checking or savings account,cashing a check i submit power of attorney and certification of endorsement as requested by the bank the manager of the bank kept telling me everything was fine after several trips to the bank over a two months period the bank told me they will return the check to me the check is issued by santander and i am trying to cash or deposit the check in a santander account i have been dealing with the branch on xxxx xxxx in xxxx nj check amount is xxxx i explained to them they are causing hardship to
2812848,Checking or savings account,i explained to them they are causing hardship to my family by refusing to cash their own check they never explained their action a branch manager simply said that was their final resolution once i receive the check i will be in possession of a check that is as good as piece of toilet paper that was hard earned money that was deposited in santander bank please advise
3069341,Checking or savings account,i have been a long time bank of america customer no overdrafts nor bounced checks i had a commission check and went to deposit it about xxxx xxxx on xx xx xxxx i needed the money by this friday and asked the person at bank if it would clear she said first would be available that day the balance the next day once i deposited the check it said there was a hold until xx xx when i was upset that she told me wrong she said call the xxxx if i knew it wouldn t clear i would of went to the bank it was
3069341,Checking or savings account,wouldn t clear i would of went to the bank it was issued from xxxx xxxx a local bank here in connecticut i found out from my real estate broker the check cleared the same night she provided me with a copy of the check that cleared as well as seeing the come from her account i was told the reason it was held was based she ran out of checks and gave me a starter check that didn t have her broker name on it that was i assume marked suspicious i have called several times and talked to people at
3069341,Checking or savings account,have called several times and talked to people at different levels i told them the check cleared and i can provide proof and give them my broker s phone number i feel the bank is playing with my money as since it cleared the same day i deposited it there is no possible way it will take that long to get into my bank my money is out there some where and i want it if it didn t clear i would understand but the funds were removed from her account that same night everyone is rude at the bank the day
3069341,Checking or savings account,same night everyone is rude at the bank the day it happened i tried to reach the branch manager at the bank and she would not call me back this is totally unacceptable please tell me what can be done they need to be held responsible for their rudeness thank you
3629067,Checking or savings account,i am trying to connect my pnc bank account to xxxx i am consistently failing to connect
3754181,Checking or savings account,bbva compass bank has charged me over in fees over the last days they are not putting my transactions through in the correct order so that they can charge me several nsf fees although when i set up my account i told them i didn t want overdraft protection and they still put it on my account on xx xx xxxx i was charged nsf fees and i called the bank and told them i wanted the overdraft protection removed i have been charged more nsf fees since then the bank has refused to refund these charges and
3754181,Checking or savings account,the bank has refused to refund these charges and i m having to pay for services that i previously requested to have removed from my account
3214028,Checking or savings account,i was in the process of finding a job and it had been some three months looking a company recruiter interviewed me online and after about an hour long interview the recruiter told me that the company board approved of my interview and that i had been hired on thursday xx xx i was told that i was to begin work immediately but because it was a work from home situation i was to purchase office equipment from their assigned vendor i received a check via xxxx from the recruiter for the amount of in
3214028,Checking or savings account,via xxxx from the recruiter for the amount of in order to purchase office equipment on friday xx xx and deposited into my bank of america in xxxx xxxx new york in my checking account via atm and sent the person at the company who sent me the check a copy of the receipt the person then said they would sent the deposit receipt to their accounting oce to verify and clear the check to my account so that i could then purchase the office equipment that check was cleared by my bank that same day and
3214028,Checking or savings account,check was cleared by my bank that same day and once the check cleared a few hours later on friday xx xx i was then instructed by the recruiter who originally sent me the check to have a cashiers check made out to a person which they gave me a name a xxxx customer xxxx xxxx account number and xxxxxxxx xxxx routing number for the check of was to pay the vendor who were scheduled to deliver the oce equipment to my home from xxxx xxxx ny late that afternoon i obtained the cashiers check friday xx
3214028,Checking or savings account,afternoon i obtained the cashiers check friday xx xx from my bank bank of america and walked next door to xxxx xxxx and deposited the cashiers check to that designated person i sent a copy of the receipt to the recruiter as i was told so they could inform their vendor that they had the green light to purchase and deliver my oce supplies and equipment on friday xx xx around xxxx i called the vendor for an updated on delivery and they said it would have to be rescheduled for the next day saturday
3214028,Checking or savings account,have to be rescheduled for the next day saturday xx xx because of traffic issues the next day saturday xx xx i went to check my balance at my bank and it showed that the original check sent to me from the recruiter via xxxx was returned and not approved to my account because of a fraudulent signature i was alarmed and met with my banking representative immediately that morning saturday xx xx the bank said i was probably a victim of fraud and they allowed me to le a scam report the bank also
3214028,Checking or savings account,they allowed me to le a scam report the bank also said that because the check was deposited in the bank s atm machine there was no way to verify the funds were there even though the bank made those funds available right away isn t it their responsibility to at least warn me of this type of activity especially with that amount of money that is why i was able to obtain a cashiers check in the rst place it wasn t until after the cashiers check was issued by my bank that the check was deemed
3214028,Checking or savings account,was issued by my bank that the check was deemed fraudulent i was never informed or warned about any of this until i went to meet with my banking representative my bank said they could not do anything to help me recover the funds charged against my checking account this never happened to me in all my eighteen years banking with them and they could not help me why wasn t i warned or informed of the returned fraudulent check why did i need to nd this out on my own and go in person to speak with my
3214028,Checking or savings account,out on my own and go in person to speak with my bank representative about this i believe my bank made a grave error that aected my account by allowing a cashiers check to be issued to someone while those funds were pending and not fully cleared yesterday morning i went over to the xxxxxxxx xxxx and the banking representative was helpful by requesting a stop payment on the cashiers check shortly after that i went over to meet with my banking representative who said the teller who issued the
3214028,Checking or savings account,representative who said the teller who issued the cashiers check made an error by issuing the cashiers check even though the funds were pending in their system and a thorough vetting process was not entirely completed when i asked her to stop the cashiers check she claimed that i must wait a whole ninety days before i can even file a claim against the cashiers check and that they could not stop payment until i file a claim that is their process
7043263,Checking or savings account,when i was with wells fargo i was charged fees for using my money and then stating i was in overdraft when i wasnt each month for years i was charged xxxx per month and they stated it would get corrected and it never did i contacted them about my settle amount last month and they stated i wasnt owed anything
11554188,Checking or savings account,against navy federal credit union regarding multiple overdraft fees i have incurred despite having sufficient funds when transactions were authorized i was charged fees due to lagged posting of charges and credits this issue aligns with the recent cfpb findings against navy federal for similar practices where transactions settled with insufficient balances despite initially available funds i believe these practices are unfair and request an investigation into my account transactions
8136959,Checking or savings account,on xxxx i had a transaction for check number xxxx i wrote in the amount of xxxx for rent payment on the rd post to my account i had funds in my wells fargo savings that id transferred in the amount of to cover the check transaction at the time through my wells fargo app which it had posted immediately on xx xx xxxx another transaction for my xxxx account payment then posted to the account on this day xx xx xxxxxxxx in which i deposited cash into the atm to cover the transaction i also noticed a
8136959,Checking or savings account,the atm to cover the transaction i also noticed a credit reversal for a claim i had submitted on xx xx xxxx posted to the account in the amount of in conjunction with this i then called wells fargo at xxxx xx xx xxxx and had to resubmit the claim due to missing information they needed and the claim was reopened fir that amount at the end of the day after my atm deposit i had a negative balance according to my receipt received of in accordance to wells fargos banking policies i would have until
8136959,Checking or savings account,wells fargos banking policies i would have until end of day on xx xx xxxx to subside the balance due to the grace period policy the bank has put in place for customers this is not the case today xx xx xxxx i woke up to check my account and saw that the check of posted xx xx xxxx that id transferred funds specifically for in the amount of between my checking and savings had been kicked back out of the account and i was assessed a fee on a transaction rather that was posted days before and where
8136959,Checking or savings account,rather that was posted days before and where money was transferred to cover the transaction at the time i have receipts between time to show that i had a positive or even balance as well there was no reason an overdraft fund should have been assessed in this particular transaction besides that wells fargos technology severely lacks in real time causing real issues for long time customers like myself furthermore the facts with the check being kicked out and wells fargo not adhering to their own
8136959,Checking or savings account,out and wells fargo not adhering to their own policy with the extra day grace period giving me until end of day today to overcome and negative issue in my checking of the leftover balance of the poses an even bigger issue and by not following their own policies generates concerns of federal laws not being adhered to by the bank ur further more has caused me the stress and xxxx of the check being returned to my landlord not only which will cause the trickle down of receiving a day notice of
8136959,Checking or savings account,the trickle down of receiving a day notice of eviction to pay it quit but also fees associated with the returned check and administrative costs to the landlord that will be applied to my account this is not ok i have made several complaints about similar issues with wells fargo that cause a trickle down of issues and stress and xxxx for its consumers where nothing is done and loyal people like myself who have been with the company and also have relations with other banking institutions with no
